commodity,sub_commodity,location,stat,unit,frequency,year,period,value
CORN,GRAIN,MS,PRODUCTION,$,ANNUAL,2018,YEAR,323380000
CORN,GRAIN,MS,PRODUCTION,BU,ANNUAL,2018,YEAR,85100000
CORN,GRAIN,MS,PRODUCTION,BU,ANNUAL,2018,YEAR - AUG FORECAST,86950000
CORN,GRAIN,MS,PRODUCTION,BU,ANNUAL,2018,YEAR - NOV FORECAST,86480000
CORN,GRAIN,MS,PRODUCTION,BU,ANNUAL,2018,YEAR - OCT FORECAST,86480000
CORN,GRAIN,MS,PRODUCTION,BU,ANNUAL,2018,YEAR - SEP FORECAST,86950000
CORN,GRAIN,MS,PRODUCTION,$,ANNUAL,2019,YEAR,431520000
CORN,GRAIN,MS,PRODUCTION,BU,ANNUAL,2019,YEAR,107880000
CORN,GRAIN,MS,PRODUCTION,BU,ANNUAL,2019,YEAR - AUG FORECAST,108240000
CORN,GRAIN,MS,PRODUCTION,BU,ANNUAL,2019,YEAR - NOV FORECAST,108750000
CORN,GRAIN,MS,PRODUCTION,BU,ANNUAL,2019,YEAR - OCT FORECAST,108750000
CORN,GRAIN,MS,PRODUCTION,BU,ANNUAL,2019,YEAR - SEP FORECAST,108240000
CORN,GRAIN,MS,PRODUCTION,BU,ANNUAL,2020,YEAR,88690000
CORN,GRAIN,MS,PRODUCTION,BU,ANNUAL,2020,YEAR - AUG FORECAST,95400000
CORN,GRAIN,MS,PRODUCTION,BU,ANNUAL,2020,YEAR - OCT FORECAST,88690000
CORN,GRAIN,MS,PRODUCTION,BU,ANNUAL,2020,YEAR - SEP FORECAST,95400000
CORN,GRAIN,MT,PRODUCTION,$,ANNUAL,2000,YEAR,3427000
CORN,GRAIN,MT,PRODUCTION,BU,ANNUAL,2000,YEAR,2240000
CORN,GRAIN,MT,PRODUCTION,BU,ANNUAL,2000,YEAR,2240000
CORN,GRAIN,MT,PRODUCTION,$,ANNUAL,2001,YEAR,3636000
CORN,GRAIN,MT,PRODUCTION,BU,ANNUAL,2001,YEAR,1924000
CORN,GRAIN,MT,PRODUCTION,BU,ANNUAL,2001,YEAR,1924000
CORN,GRAIN,MT,PRODUCTION,$,ANNUAL,2002,YEAR,4459000
CORN,GRAIN,MT,PRODUCTION,BU,ANNUAL,2002,YEAR,1820000
CORN,GRAIN,MT,PRODUCTION,BU,ANNUAL,2002,YEAR,1820000
CORN,GRAIN,MT,PRODUCTION,$,ANNUAL,2003,YEAR,6307000
CORN,GRAIN,MT,PRODUCTION,BU,ANNUAL,2003,YEAR,2380000
CORN,GRAIN,MT,PRODUCTION,BU,ANNUAL,2003,YEAR,2380000
CORN,GRAIN,MT,PRODUCTION,$,ANNUAL,2004,YEAR,5191000
CORN,GRAIN,MT,PRODUCTION,BU,ANNUAL,2004,YEAR,2145000
CORN,GRAIN,MT,PRODUCTION,BU,ANNUAL,2004,YEAR,2145000
CORN,GRAIN,MT,PRODUCTION,$,ANNUAL,2005,YEAR,6391000
CORN,GRAIN,MT,PRODUCTION,BU,ANNUAL,2005,YEAR,2516000
CORN,GRAIN,MT,PRODUCTION,BU,ANNUAL,2005,YEAR,2516000
CORN,GRAIN,MT,PRODUCTION,$,ANNUAL,2006,YEAR,10328000
CORN,GRAIN,MT,PRODUCTION,BU,ANNUAL,2006,YEAR,2628000
CORN,GRAIN,MT,PRODUCTION,BU,ANNUAL,2006,YEAR,2628000
CORN,GRAIN,MT,PRODUCTION,$,ANNUAL,2007,YEAR,25323000
CORN,GRAIN,MT,PRODUCTION,BU,ANNUAL,2007,YEAR,5320000
CORN,GRAIN,MT,PRODUCTION,BU,ANNUAL,2007,YEAR,5320000
CORN,GRAIN,MT,PRODUCTION,$,ANNUAL,2008,YEAR,16226000
CORN,GRAIN,MT,PRODUCTION,BU,ANNUAL,2008,YEAR,4270000
CORN,GRAIN,MT,PRODUCTION,$,ANNUAL,2009,YEAR,16717000
CORN,GRAIN,MT,PRODUCTION,BU,ANNUAL,2009,YEAR,3952000
CORN,GRAIN,MT,PRODUCTION,$,ANNUAL,2010,YEAR,27540000
CORN,GRAIN,MT,PRODUCTION,BU,ANNUAL,2010,YEAR,4590000
CORN,GRAIN,MT,PRODUCTION,$,ANNUAL,2011,YEAR,29581000
CORN,GRAIN,MT,PRODUCTION,BU,ANNUAL,2011,YEAR,4572000
CORN,GRAIN,MT,PRODUCTION,$,ANNUAL,2012,YEAR,44990000
CORN,GRAIN,MT,PRODUCTION,BU,ANNUAL,2012,YEAR,6240000
CORN,GRAIN,MT,PRODUCTION,$,ANNUAL,2013,YEAR,36829000
CORN,GRAIN,MT,PRODUCTION,BU,ANNUAL,2013,YEAR,8625000
CORN,GRAIN,MT,PRODUCTION,$,ANNUAL,2014,YEAR,28275000
CORN,GRAIN,MT,PRODUCTION,BU,ANNUAL,2014,YEAR,7500000
CORN,GRAIN,MT,PRODUCTION,$,ANNUAL,2015,YEAR,22055000
CORN,GRAIN,MT,PRODUCTION,BU,ANNUAL,2015,YEAR,5500000
CORN,GRAIN,MT,PRODUCTION,$,ANNUAL,2016,YEAR,22825000
CORN,GRAIN,MT,PRODUCTION,BU,ANNUAL,2016,YEAR,5500000
CORN,GRAIN,MT,PRODUCTION,$,ANNUAL,2017,YEAR,15516000
CORN,GRAIN,MT,PRODUCTION,BU,ANNUAL,2017,YEAR,4550000
CORN,GRAIN,MT,PRODUCTION,$,ANNUAL,2018,YEAR,21906000
CORN,GRAIN,MT,PRODUCTION,BU,ANNUAL,2018,YEAR,5780000
CORN,GRAIN,MT,PRODUCTION,$,ANNUAL,2019,YEAR,23940000
CORN,GRAIN,MT,PRODUCTION,BU,ANNUAL,2019,YEAR,5700000
CORN,GRAIN,NC,PRODUCTION,$,ANNUAL,2000,YEAR,149222000
CORN,GRAIN,NC,PRODUCTION,BU,ANNUAL,2000,YEAR,74240000
CORN,GRAIN,NC,PRODUCTION,$,ANNUAL,2001,YEAR,184375000
CORN,GRAIN,NC,PRODUCTION,BU,ANNUAL,2001,YEAR,78125000
CORN,GRAIN,NC,PRODUCTION,$,ANNUAL,2002,YEAR,163112000
CORN,GRAIN,NC,PRODUCTION,BU,ANNUAL,2002,YEAR,56440000
CORN,GRAIN,NC,PRODUCTION,$,ANNUAL,2003,YEAR,193174000
CORN,GRAIN,NC,PRODUCTION,BU,ANNUAL,2003,YEAR,72080000
CORN,GRAIN,NC,PRODUCTION,$,ANNUAL,2004,YEAR,211255000
CORN,GRAIN,NC,PRODUCTION,BU,ANNUAL,2004,YEAR,86580000
CORN,GRAIN,NC,PRODUCTION,$,ANNUAL,2005,YEAR,195720000
CORN,GRAIN,NC,PRODUCTION,BU,ANNUAL,2005,YEAR,84000000
CORN,GRAIN,NC,PRODUCTION,$,ANNUAL,2006,YEAR,295970000
CORN,GRAIN,NC,PRODUCTION,BU,ANNUAL,2006,YEAR,97680000
CORN,GRAIN,NC,PRODUCTION,$,ANNUAL,2007,YEAR,404000000
CORN,GRAIN,NC,PRODUCTION,BU,ANNUAL,2007,YEAR,101000000
CORN,GRAIN,NC,PRODUCTION,$,ANNUAL,2008,YEAR,317873000
CORN,GRAIN,NC,PRODUCTION,BU,ANNUAL,2008,YEAR,64740000
CORN,GRAIN,NC,PRODUCTION,$,ANNUAL,2009,YEAR,365040000
CORN,GRAIN,NC,PRODUCTION,BU,ANNUAL,2009,YEAR,93600000
CORN,GRAIN,NC,PRODUCTION,$,ANNUAL,2010,YEAR,395959000
CORN,GRAIN,NC,PRODUCTION,BU,ANNUAL,2010,YEAR,76440000
CORN,GRAIN,NC,PRODUCTION,$,ANNUAL,2011,YEAR,481958000
CORN,GRAIN,NC,PRODUCTION,BU,ANNUAL,2011,YEAR,68460000
CORN,GRAIN,NC,PRODUCTION,$,ANNUAL,2012,YEAR,717631000
CORN,GRAIN,NC,PRODUCTION,BU,ANNUAL,2012,YEAR,95940000
CORN,GRAIN,NC,PRODUCTION,BU,ANNUAL,2012,YEAR - AUG FORECAST,88920000
CORN,GRAIN,NC,PRODUCTION,BU,ANNUAL,2012,YEAR - NOV FORECAST,93600000
CORN,GRAIN,NC,PRODUCTION,BU,ANNUAL,2012,YEAR - OCT FORECAST,93600000
CORN,GRAIN,NC,PRODUCTION,BU,ANNUAL,2012,YEAR - SEP FORECAST,93600000
CORN,GRAIN,NC,PRODUCTION,$,ANNUAL,2013,YEAR,605715000
CORN,GRAIN,NC,PRODUCTION,BU,ANNUAL,2013,YEAR,122120000
CORN,GRAIN,NC,PRODUCTION,BU,ANNUAL,2013,YEAR - AUG FORECAST,116160000
CORN,GRAIN,NC,PRODUCTION,BU,ANNUAL,2013,YEAR - NOV FORECAST,121800000
CORN,GRAIN,NC,PRODUCTION,BU,ANNUAL,2013,YEAR - SEP FORECAST,116160000
CORN,GRAIN,NC,PRODUCTION,$,ANNUAL,2014,YEAR,431402000
CORN,GRAIN,NC,PRODUCTION,BU,ANNUAL,2014,YEAR,102960000
CORN,GRAIN,NC,PRODUCTION,BU,ANNUAL,2014,YEAR - AUG FORECAST,105600000
CORN,GRAIN,NC,PRODUCTION,BU,ANNUAL,2014,YEAR - NOV FORECAST,106080000
CORN,GRAIN,NC,PRODUCTION,BU,ANNUAL,2014,YEAR - OCT FORECAST,106080000
CORN,GRAIN,NC,PRODUCTION,BU,ANNUAL,2014,YEAR - SEP FORECAST,110400000
CORN,GRAIN,NC,PRODUCTION,$,ANNUAL,2015,YEAR,356357000
CORN,GRAIN,NC,PRODUCTION,BU,ANNUAL,2015,YEAR,82490000
CORN,GRAIN,NC,PRODUCTION,BU,ANNUAL,2015,YEAR - AUG FORECAST,88550000
CORN,GRAIN,NC,PRODUCTION,BU,ANNUAL,2015,YEAR - NOV FORECAST,86140000
CORN,GRAIN,NC,PRODUCTION,BU,ANNUAL,2015,YEAR - OCT FORECAST,87600000
CORN,GRAIN,NC,PRODUCTION,BU,ANNUAL,2015,YEAR - SEP FORECAST,84700000
CORN,GRAIN,NC,PRODUCTION,$,ANNUAL,2016,YEAR,493528000
CORN,GRAIN,NC,PRODUCTION,BU,ANNUAL,2016,YEAR,121260000
CORN,GRAIN,NC,PRODUCTION,BU,ANNUAL,2016,YEAR - AUG FORECAST,122200000
CORN,GRAIN,NC,PRODUCTION,BU,ANNUAL,2016,YEAR - NOV FORECAST,135360000
CORN,GRAIN,NC,PRODUCTION,BU,ANNUAL,2016,YEAR - OCT FORECAST,132540000
CORN,GRAIN,NC,PRODUCTION,BU,ANNUAL,2016,YEAR - SEP FORECAST,129720000
CORN,GRAIN,NC,PRODUCTION,$,ANNUAL,2017,YEAR,505747000
CORN,GRAIN,NC,PRODUCTION,BU,ANNUAL,2017,YEAR,119280000
CORN,GRAIN,NC,PRODUCTION,BU,ANNUAL,2017,YEAR - AUG FORECAST,114800000
CORN,GRAIN,NC,PRODUCTION,BU,ANNUAL,2017,YEAR - NOV FORECAST,116200000
CORN,GRAIN,NC,PRODUCTION,BU,ANNUAL,2017,YEAR - OCT FORECAST,114540000
CORN,GRAIN,NC,PRODUCTION,BU,ANNUAL,2017,YEAR - SEP FORECAST,116440000
CORN,GRAIN,NC,PRODUCTION,$,ANNUAL,2018,YEAR,411738000
CORN,GRAIN,NC,PRODUCTION,BU,ANNUAL,2018,YEAR,93790000
CORN,GRAIN,NC,PRODUCTION,BU,ANNUAL,2018,YEAR - AUG FORECAST,104400000
CORN,GRAIN,NC,PRODUCTION,BU,ANNUAL,2018,YEAR - NOV FORECAST,98280000
CORN,GRAIN,NC,PRODUCTION,BU,ANNUAL,2018,YEAR - OCT FORECAST,98280000
CORN,GRAIN,NC,PRODUCTION,BU,ANNUAL,2018,YEAR - SEP FORECAST,106140000
CORN,GRAIN,NC,PRODUCTION,$,ANNUAL,2019,YEAR,459374000
CORN,GRAIN,NC,PRODUCTION,BU,ANNUAL,2019,YEAR,103230000
CORN,GRAIN,NC,PRODUCTION,BU,ANNUAL,2019,YEAR - AUG FORECAST,97900000
CORN,GRAIN,NC,PRODUCTION,BU,ANNUAL,2019,YEAR - NOV FORECAST,97370000
CORN,GRAIN,NC,PRODUCTION,BU,ANNUAL,2019,YEAR - OCT FORECAST,100100000
CORN,GRAIN,NC,PRODUCTION,BU,ANNUAL,2019,YEAR - SEP FORECAST,97900000
CORN,GRAIN,NC,PRODUCTION,BU,ANNUAL,2020,YEAR,109980000
CORN,GRAIN,NC,PRODUCTION,BU,ANNUAL,2020,YEAR - AUG FORECAST,125760000
CORN,GRAIN,NC,PRODUCTION,BU,ANNUAL,2020,YEAR - OCT FORECAST,109980000
CORN,GRAIN,NC,PRODUCTION,BU,ANNUAL,2020,YEAR - SEP FORECAST,121920000
CORN,GRAIN,ND,PRODUCTION,$,ANNUAL,2000,YEAR,171864000
CORN,GRAIN,ND,PRODUCTION,BU,ANNUAL,2000,YEAR,104160000
CORN,GRAIN,ND,PRODUCTION,BU,ANNUAL,2000,YEAR,9625300
CORN,GRAIN,ND,PRODUCTION,BU,ANNUAL,2000,YEAR,94534700
CORN,GRAIN,ND,PRODUCTION,$,ANNUAL,2001,YEAR,151610000
CORN,GRAIN,ND,PRODUCTION,BU,ANNUAL,2001,YEAR,81075000
CORN,GRAIN,ND,PRODUCTION,BU,ANNUAL,2001,YEAR,9411000
CORN,GRAIN,ND,PRODUCTION,BU,ANNUAL,2001,YEAR,71664000
CORN,GRAIN,ND,PRODUCTION,$,ANNUAL,2002,YEAR,245009000
CORN,GRAIN,ND,PRODUCTION,BU,ANNUAL,2002,YEAR,113430000
CORN,GRAIN,ND,PRODUCTION,BU,ANNUAL,2002,YEAR,9070000
CORN,GRAIN,ND,PRODUCTION,BU,ANNUAL,2002,YEAR,104360000
CORN,GRAIN,ND,PRODUCTION,$,ANNUAL,2003,YEAR,310565000
CORN,GRAIN,ND,PRODUCTION,BU,ANNUAL,2003,YEAR,131040000
CORN,GRAIN,ND,PRODUCTION,BU,ANNUAL,2003,YEAR,9945000
CORN,GRAIN,ND,PRODUCTION,BU,ANNUAL,2003,YEAR,121095000
CORN,GRAIN,ND,PRODUCTION,$,ANNUAL,2004,YEAR,227010000
CORN,GRAIN,ND,PRODUCTION,BU,ANNUAL,2004,YEAR,120750000
CORN,GRAIN,ND,PRODUCTION,BU,ANNUAL,2004,YEAR,8260000
CORN,GRAIN,ND,PRODUCTION,BU,ANNUAL,2004,YEAR,112490000
CORN,GRAIN,ND,PRODUCTION,$,ANNUAL,2005,YEAR,278640000
CORN,GRAIN,ND,PRODUCTION,BU,ANNUAL,2005,YEAR,154800000
CORN,GRAIN,ND,PRODUCTION,BU,ANNUAL,2005,YEAR,9545000
CORN,GRAIN,ND,PRODUCTION,BU,ANNUAL,2005,YEAR,145255000
CORN,GRAIN,ND,PRODUCTION,$,ANNUAL,2006,YEAR,430458000
CORN,GRAIN,ND,PRODUCTION,BU,ANNUAL,2006,YEAR,155400000
CORN,GRAIN,ND,PRODUCTION,BU,ANNUAL,2006,YEAR,11720000
CORN,GRAIN,ND,PRODUCTION,BU,ANNUAL,2006,YEAR,143680000
CORN,GRAIN,ND,PRODUCTION,$,ANNUAL,2007,YEAR,1106756000
CORN,GRAIN,ND,PRODUCTION,BU,ANNUAL,2007,YEAR,272600000
CORN,GRAIN,ND,PRODUCTION,BU,ANNUAL,2007,YEAR,15782000
CORN,GRAIN,ND,PRODUCTION,BU,ANNUAL,2007,YEAR,256818000
CORN,GRAIN,ND,PRODUCTION,$,ANNUAL,2008,YEAR,1066648000
CORN,GRAIN,ND,PRODUCTION,BU,ANNUAL,2008,YEAR,285200000
CORN,GRAIN,ND,PRODUCTION,BU,ANNUAL,2008,YEAR,15469000
CORN,GRAIN,ND,PRODUCTION,BU,ANNUAL,2008,YEAR,269731000
CORN,GRAIN,ND,PRODUCTION,$,ANNUAL,2009,YEAR,636318000
CORN,GRAIN,ND,PRODUCTION,BU,ANNUAL,2009,YEAR,200100000
CORN,GRAIN,ND,PRODUCTION,BU,ANNUAL,2009,YEAR,211750000
CORN,GRAIN,ND,PRODUCTION,BU,ANNUAL,2009,YEAR,211750000
CORN,GRAIN,ND,PRODUCTION,$,ANNUAL,2010,YEAR,1243282000
CORN,GRAIN,ND,PRODUCTION,BU,ANNUAL,2010,YEAR,248160000
CORN,GRAIN,ND,PRODUCTION,$,ANNUAL,2011,YEAR,1256703000
CORN,GRAIN,ND,PRODUCTION,BU,ANNUAL,2011,YEAR,216300000
CORN,GRAIN,ND,PRODUCTION,$,ANNUAL,2012,YEAR,2726895000
CORN,GRAIN,ND,PRODUCTION,BU,ANNUAL,2012,YEAR,422120000
CORN,GRAIN,ND,PRODUCTION,BU,ANNUAL,2012,YEAR - AUG FORECAST,320000000
CORN,GRAIN,ND,PRODUCTION,BU,ANNUAL,2012,YEAR - NOV FORECAST,406800000
CORN,GRAIN,ND,PRODUCTION,BU,ANNUAL,2012,YEAR - OCT FORECAST,389850000
CORN,GRAIN,ND,PRODUCTION,BU,ANNUAL,2012,YEAR - SEP FORECAST,336000000
CORN,GRAIN,ND,PRODUCTION,$,ANNUAL,2013,YEAR,1548360000
CORN,GRAIN,ND,PRODUCTION,BU,ANNUAL,2013,YEAR,396000000
CORN,GRAIN,ND,PRODUCTION,BU,ANNUAL,2013,YEAR - AUG FORECAST,417600000
CORN,GRAIN,ND,PRODUCTION,BU,ANNUAL,2013,YEAR - NOV FORECAST,374500000
CORN,GRAIN,ND,PRODUCTION,BU,ANNUAL,2013,YEAR - SEP FORECAST,399600000
CORN,GRAIN,ND,PRODUCTION,$,ANNUAL,2014,YEAR,1047825000
CORN,GRAIN,ND,PRODUCTION,BU,ANNUAL,2014,YEAR,313720000
CORN,GRAIN,ND,PRODUCTION,BU,ANNUAL,2014,YEAR - AUG FORECAST,361950000
CORN,GRAIN,ND,PRODUCTION,BU,ANNUAL,2014,YEAR - NOV FORECAST,352000000
CORN,GRAIN,ND,PRODUCTION,BU,ANNUAL,2014,YEAR - OCT FORECAST,352000000
CORN,GRAIN,ND,PRODUCTION,BU,ANNUAL,2014,YEAR - SEP FORECAST,376200000
CORN,GRAIN,ND,PRODUCTION,$,ANNUAL,2015,YEAR,1074790000
CORN,GRAIN,ND,PRODUCTION,BU,ANNUAL,2015,YEAR,327680000
CORN,GRAIN,ND,PRODUCTION,BU,ANNUAL,2015,YEAR - AUG FORECAST,321300000
CORN,GRAIN,ND,PRODUCTION,BU,ANNUAL,2015,YEAR - NOV FORECAST,322500000
CORN,GRAIN,ND,PRODUCTION,BU,ANNUAL,2015,YEAR - OCT FORECAST,315000000
CORN,GRAIN,ND,PRODUCTION,BU,ANNUAL,2015,YEAR - SEP FORECAST,326400000
CORN,GRAIN,ND,PRODUCTION,$,ANNUAL,2016,YEAR,1555147000
CORN,GRAIN,ND,PRODUCTION,BU,ANNUAL,2016,YEAR,516660000
CORN,GRAIN,ND,PRODUCTION,BU,ANNUAL,2016,YEAR - AUG FORECAST,438750000
CORN,GRAIN,ND,PRODUCTION,BU,ANNUAL,2016,YEAR - NOV FORECAST,500500000
CORN,GRAIN,ND,PRODUCTION,BU,ANNUAL,2016,YEAR - OCT FORECAST,445250000
CORN,GRAIN,ND,PRODUCTION,BU,ANNUAL,2016,YEAR - SEP FORECAST,438750000
CORN,GRAIN,ND,PRODUCTION,$,ANNUAL,2017,YEAR,1364869000
CORN,GRAIN,ND,PRODUCTION,BU,ANNUAL,2017,YEAR,448970000
CORN,GRAIN,ND,PRODUCTION,BU,ANNUAL,2017,YEAR - AUG FORECAST,417450000
CORN,GRAIN,ND,PRODUCTION,BU,ANNUAL,2017,YEAR - NOV FORECAST,427460000
CORN,GRAIN,ND,PRODUCTION,BU,ANNUAL,2017,YEAR - OCT FORECAST,401940000
CORN,GRAIN,ND,PRODUCTION,BU,ANNUAL,2017,YEAR - SEP FORECAST,427800000
CORN,GRAIN,ND,PRODUCTION,$,ANNUAL,2018,YEAR,1488323000
CORN,GRAIN,ND,PRODUCTION,BU,ANNUAL,2018,YEAR,448290000
CORN,GRAIN,ND,PRODUCTION,BU,ANNUAL,2018,YEAR - AUG FORECAST,458800000
CORN,GRAIN,ND,PRODUCTION,BU,ANNUAL,2018,YEAR - NOV FORECAST,426320000
CORN,GRAIN,ND,PRODUCTION,BU,ANNUAL,2018,YEAR - OCT FORECAST,426320000
CORN,GRAIN,ND,PRODUCTION,BU,ANNUAL,2018,YEAR - SEP FORECAST,440200000
CORN,GRAIN,ND,PRODUCTION,$,ANNUAL,2019,YEAR,1616777000
CORN,GRAIN,ND,PRODUCTION,BU,ANNUAL,2019,YEAR,410030000
CORN,GRAIN,ND,PRODUCTION,BU,ANNUAL,2019,YEAR - AUG FORECAST,477420000
CORN,GRAIN,ND,PRODUCTION,BU,ANNUAL,2019,YEAR - NOV FORECAST,470020000
CORN,GRAIN,ND,PRODUCTION,BU,ANNUAL,2019,YEAR - OCT FORECAST,483260000
CORN,GRAIN,ND,PRODUCTION,BU,ANNUAL,2019,YEAR - SEP FORECAST,474150000
CORN,GRAIN,ND,PRODUCTION,BU,ANNUAL,2020,YEAR,286400000
CORN,GRAIN,ND,PRODUCTION,BU,ANNUAL,2020,YEAR - AUG FORECAST,341000000
CORN,GRAIN,ND,PRODUCTION,BU,ANNUAL,2020,YEAR - OCT FORECAST,286400000
CORN,GRAIN,ND,PRODUCTION,BU,ANNUAL,2020,YEAR - SEP FORECAST,345400000
CORN,GRAIN,NE,PRODUCTION,$,ANNUAL,2000,YEAR,1927170000
CORN,GRAIN,NE,PRODUCTION,BU,ANNUAL,2000,YEAR,1014300000
CORN,GRAIN,NE,PRODUCTION,BU,ANNUAL,2000,YEAR,741300000
CORN,GRAIN,NE,PRODUCTION,BU,ANNUAL,2000,YEAR,273000000
CORN,GRAIN,NE,PRODUCTION,$,ANNUAL,2001,YEAR,2210145000
CORN,GRAIN,NE,PRODUCTION,BU,ANNUAL,2001,YEAR,1139250000
CORN,GRAIN,NE,PRODUCTION,BU,ANNUAL,2001,YEAR,787250000
CORN,GRAIN,NE,PRODUCTION,BU,ANNUAL,2001,YEAR,352000000
CORN,GRAIN,NE,PRODUCTION,$,ANNUAL,2002,YEAR,2182656000
CORN,GRAIN,NE,PRODUCTION,BU,ANNUAL,2002,YEAR,940800000
CORN,GRAIN,NE,PRODUCTION,BU,ANNUAL,2002,YEAR,773710000
CORN,GRAIN,NE,PRODUCTION,BU,ANNUAL,2002,YEAR,167090000
CORN,GRAIN,NE,PRODUCTION,$,ANNUAL,2003,YEAR,2686838000
CORN,GRAIN,NE,PRODUCTION,BU,ANNUAL,2003,YEAR,1124200000
CORN,GRAIN,NE,PRODUCTION,BU,ANNUAL,2003,YEAR,883670000
CORN,GRAIN,NE,PRODUCTION,BU,ANNUAL,2003,YEAR,240530000
CORN,GRAIN,NE,PRODUCTION,$,ANNUAL,2004,YEAR,2665794000
CORN,GRAIN,NE,PRODUCTION,BU,ANNUAL,2004,YEAR,1319700000
CORN,GRAIN,NE,PRODUCTION,BU,ANNUAL,2004,YEAR,908990000
CORN,GRAIN,NE,PRODUCTION,BU,ANNUAL,2004,YEAR,410710000
CORN,GRAIN,NE,PRODUCTION,$,ANNUAL,2005,YEAR,2439360000
CORN,GRAIN,NE,PRODUCTION,BU,ANNUAL,2005,YEAR,1270500000
CORN,GRAIN,NE,PRODUCTION,BU,ANNUAL,2005,YEAR,909750000
CORN,GRAIN,NE,PRODUCTION,BU,ANNUAL,2005,YEAR,360750000
CORN,GRAIN,NE,PRODUCTION,$,ANNUAL,2006,YEAR,3534000000
CORN,GRAIN,NE,PRODUCTION,BU,ANNUAL,2006,YEAR,1178000000
CORN,GRAIN,NE,PRODUCTION,BU,ANNUAL,2006,YEAR,871465000
CORN,GRAIN,NE,PRODUCTION,BU,ANNUAL,2006,YEAR,306535000
CORN,GRAIN,NE,PRODUCTION,$,ANNUAL,2007,YEAR,6094080000
CORN,GRAIN,NE,PRODUCTION,BU,ANNUAL,2007,YEAR,1472000000
CORN,GRAIN,NE,PRODUCTION,BU,ANNUAL,2007,YEAR,1038500000
CORN,GRAIN,NE,PRODUCTION,BU,ANNUAL,2007,YEAR,433500000
CORN,GRAIN,NE,PRODUCTION,$,ANNUAL,2008,YEAR,5644283000
CORN,GRAIN,NE,PRODUCTION,BU,ANNUAL,2008,YEAR,1393650000
CORN,GRAIN,NE,PRODUCTION,BU,ANNUAL,2008,YEAR,960100000
CORN,GRAIN,NE,PRODUCTION,BU,ANNUAL,2008,YEAR,433550000
CORN,GRAIN,NE,PRODUCTION,$,ANNUAL,2009,YEAR,5671257000
CORN,GRAIN,NE,PRODUCTION,BU,ANNUAL,2009,YEAR,1584150000
CORN,GRAIN,NE,PRODUCTION,BU,ANNUAL,2009,YEAR,1050726000
CORN,GRAIN,NE,PRODUCTION,BU,ANNUAL,2009,YEAR,533424000
CORN,GRAIN,NE,PRODUCTION,$,ANNUAL,2010,YEAR,7477719000
CORN,GRAIN,NE,PRODUCTION,BU,ANNUAL,2010,YEAR,1469100000
CORN,GRAIN,NE,PRODUCTION,BU,ANNUAL,2010,YEAR,972550000
CORN,GRAIN,NE,PRODUCTION,BU,ANNUAL,2010,YEAR,496550000
CORN,GRAIN,NE,PRODUCTION,$,ANNUAL,2011,YEAR,9384960000
CORN,GRAIN,NE,PRODUCTION,BU,ANNUAL,2011,YEAR,1536000000
CORN,GRAIN,NE,PRODUCTION,BU,ANNUAL,2011,YEAR,1008000000
CORN,GRAIN,NE,PRODUCTION,BU,ANNUAL,2011,YEAR,528000000
CORN,GRAIN,NE,PRODUCTION,$,ANNUAL,2012,YEAR,8851570000
CORN,GRAIN,NE,PRODUCTION,BU,ANNUAL,2012,YEAR,1292200000
CORN,GRAIN,NE,PRODUCTION,BU,ANNUAL,2012,YEAR - AUG FORECAST,1337700000
CORN,GRAIN,NE,PRODUCTION,BU,ANNUAL,2012,YEAR - NOV FORECAST,1271850000
CORN,GRAIN,NE,PRODUCTION,BU,ANNUAL,2012,YEAR - OCT FORECAST,1299300000
CORN,GRAIN,NE,PRODUCTION,BU,ANNUAL,2012,YEAR - SEP FORECAST,1319500000
CORN,GRAIN,NE,PRODUCTION,BU,ANNUAL,2012,YEAR,1097700000
CORN,GRAIN,NE,PRODUCTION,BU,ANNUAL,2012,YEAR,194500000
CORN,GRAIN,NE,PRODUCTION,$,ANNUAL,2013,YEAR,7214357000
CORN,GRAIN,NE,PRODUCTION,BU,ANNUAL,2013,YEAR,1613950000
CORN,GRAIN,NE,PRODUCTION,BU,ANNUAL,2013,YEAR - AUG FORECAST,1577800000
CORN,GRAIN,NE,PRODUCTION,BU,ANNUAL,2013,YEAR - NOV FORECAST,1613950000
CORN,GRAIN,NE,PRODUCTION,BU,ANNUAL,2013,YEAR - SEP FORECAST,1607200000
CORN,GRAIN,NE,PRODUCTION,BU,ANNUAL,2013,YEAR,1120340000
CORN,GRAIN,NE,PRODUCTION,BU,ANNUAL,2013,YEAR,493610000
CORN,GRAIN,NE,PRODUCTION,$,ANNUAL,2014,YEAR,6039729000
CORN,GRAIN,NE,PRODUCTION,BU,ANNUAL,2014,YEAR,1602050000
CORN,GRAIN,NE,PRODUCTION,BU,ANNUAL,2014,YEAR - AUG FORECAST,1513750000
CORN,GRAIN,NE,PRODUCTION,BU,ANNUAL,2014,YEAR - NOV FORECAST,1583750000
CORN,GRAIN,NE,PRODUCTION,BU,ANNUAL,2014,YEAR - OCT FORECAST,1583750000
CORN,GRAIN,NE,PRODUCTION,BU,ANNUAL,2014,YEAR - SEP FORECAST,1566250000
CORN,GRAIN,NE,PRODUCTION,BU,ANNUAL,2014,YEAR,1056576000
CORN,GRAIN,NE,PRODUCTION,BU,ANNUAL,2014,YEAR,545474000
CORN,GRAIN,NE,PRODUCTION,$,ANNUAL,2015,YEAR,6043118000
