commodity,sub_commodity,location,stat,unit,frequency,year,period,value
CORN,"ON FARM, GRAIN",IN,STOCKS,BU,POINT IN TIME,2013,FIRST OF DEC,610000000
CORN,"ON FARM, GRAIN",IN,STOCKS,BU,POINT IN TIME,2014,FIRST OF MAR,290000000
CORN,"ON FARM, GRAIN",IN,STOCKS,BU,POINT IN TIME,2014,FIRST OF JUN,140000000
CORN,"ON FARM, GRAIN",IN,STOCKS,BU,POINT IN TIME,2014,FIRST OF SEP,19000000
CORN,"ON FARM, GRAIN",IN,STOCKS,BU,POINT IN TIME,2014,FIRST OF DEC,620000000
CORN,"ON FARM, GRAIN",IN,STOCKS,BU,POINT IN TIME,2015,FIRST OF MAR,400000000
CORN,"ON FARM, GRAIN",IN,STOCKS,BU,POINT IN TIME,2015,FIRST OF JUN,160000000
CORN,"ON FARM, GRAIN",IN,STOCKS,BU,POINT IN TIME,2015,FIRST OF SEP,30500000
CORN,"ON FARM, GRAIN",IN,STOCKS,BU,POINT IN TIME,2015,FIRST OF DEC,500000000
CORN,"ON FARM, GRAIN",IN,STOCKS,BU,POINT IN TIME,2016,FIRST OF MAR,270000000
CORN,"ON FARM, GRAIN",IN,STOCKS,BU,POINT IN TIME,2016,FIRST OF JUN,150000000
CORN,"ON FARM, GRAIN",IN,STOCKS,BU,POINT IN TIME,2016,FIRST OF SEP,28000000
CORN,"ON FARM, GRAIN",IN,STOCKS,BU,POINT IN TIME,2016,FIRST OF DEC,560000000
CORN,"ON FARM, GRAIN",IN,STOCKS,BU,POINT IN TIME,2017,FIRST OF MAR,300000000
CORN,"ON FARM, GRAIN",IN,STOCKS,BU,POINT IN TIME,2017,FIRST OF JUN,155000000
CORN,"ON FARM, GRAIN",IN,STOCKS,BU,POINT IN TIME,2017,FIRST OF SEP,34000000
CORN,"ON FARM, GRAIN",IN,STOCKS,BU,POINT IN TIME,2017,FIRST OF DEC,555000000
CORN,"ON FARM, GRAIN",IN,STOCKS,BU,POINT IN TIME,2018,FIRST OF MAR,345000000
CORN,"ON FARM, GRAIN",IN,STOCKS,BU,POINT IN TIME,2018,FIRST OF JUN,150000000
CORN,"ON FARM, GRAIN",IN,STOCKS,BU,POINT IN TIME,2018,FIRST OF SEP,21000000
CORN,"ON FARM, GRAIN",IN,STOCKS,BU,POINT IN TIME,2018,FIRST OF DEC,600000000
CORN,"ON FARM, GRAIN",IN,STOCKS,BU,POINT IN TIME,2019,FIRST OF MAR,385000000
CORN,"ON FARM, GRAIN",IN,STOCKS,BU,POINT IN TIME,2019,FIRST OF JUN,200000000
CORN,"ON FARM, GRAIN",IN,STOCKS,BU,POINT IN TIME,2019,FIRST OF SEP,49000000
CORN,"ON FARM, GRAIN",IN,STOCKS,BU,POINT IN TIME,2019,FIRST OF DEC,510000000
CORN,"ON FARM, GRAIN",IN,STOCKS,BU,POINT IN TIME,2020,FIRST OF MAR,280000000
CORN,"ON FARM, GRAIN",IN,STOCKS,BU,POINT IN TIME,2020,FIRST OF JUN,145000000
CORN,"ON FARM, GRAIN",IN,STOCKS,BU,POINT IN TIME,2020,FIRST OF SEP,30000000
CORN,"ON FARM, GRAIN",KS,STOCKS,BU,POINT IN TIME,2000,FIRST OF MAR,59000000
CORN,"ON FARM, GRAIN",KS,STOCKS,BU,POINT IN TIME,2000,FIRST OF JUN,33000000
CORN,"ON FARM, GRAIN",KS,STOCKS,BU,POINT IN TIME,2000,FIRST OF SEP,7500000
CORN,"ON FARM, GRAIN",KS,STOCKS,BU,POINT IN TIME,2000,FIRST OF DEC,100000000
CORN,"ON FARM, GRAIN",KS,STOCKS,BU,POINT IN TIME,2001,FIRST OF MAR,60000000
CORN,"ON FARM, GRAIN",KS,STOCKS,BU,POINT IN TIME,2001,FIRST OF JUN,33000000
CORN,"ON FARM, GRAIN",KS,STOCKS,BU,POINT IN TIME,2001,FIRST OF SEP,11000000
CORN,"ON FARM, GRAIN",KS,STOCKS,BU,POINT IN TIME,2001,FIRST OF DEC,95000000
CORN,"ON FARM, GRAIN",KS,STOCKS,BU,POINT IN TIME,2002,FIRST OF MAR,54000000
CORN,"ON FARM, GRAIN",KS,STOCKS,BU,POINT IN TIME,2002,FIRST OF JUN,27000000
CORN,"ON FARM, GRAIN",KS,STOCKS,BU,POINT IN TIME,2002,FIRST OF SEP,15500000
CORN,"ON FARM, GRAIN",KS,STOCKS,BU,POINT IN TIME,2002,FIRST OF DEC,94000000
CORN,"ON FARM, GRAIN",KS,STOCKS,BU,POINT IN TIME,2003,FIRST OF MAR,52000000
CORN,"ON FARM, GRAIN",KS,STOCKS,BU,POINT IN TIME,2003,FIRST OF JUN,27000000
CORN,"ON FARM, GRAIN",KS,STOCKS,BU,POINT IN TIME,2003,FIRST OF SEP,16000000
CORN,"ON FARM, GRAIN",KS,STOCKS,BU,POINT IN TIME,2003,FIRST OF DEC,81000000
CORN,"ON FARM, GRAIN",KS,STOCKS,BU,POINT IN TIME,2004,FIRST OF MAR,46000000
CORN,"ON FARM, GRAIN",KS,STOCKS,BU,POINT IN TIME,2004,FIRST OF JUN,26000000
CORN,"ON FARM, GRAIN",KS,STOCKS,BU,POINT IN TIME,2004,FIRST OF SEP,10500000
CORN,"ON FARM, GRAIN",KS,STOCKS,BU,POINT IN TIME,2004,FIRST OF DEC,115000000
CORN,"ON FARM, GRAIN",KS,STOCKS,BU,POINT IN TIME,2005,FIRST OF MAR,65000000
CORN,"ON FARM, GRAIN",KS,STOCKS,BU,POINT IN TIME,2005,FIRST OF JUN,40000000
CORN,"ON FARM, GRAIN",KS,STOCKS,BU,POINT IN TIME,2005,FIRST OF SEP,15000000
CORN,"ON FARM, GRAIN",KS,STOCKS,BU,POINT IN TIME,2005,FIRST OF DEC,135000000
CORN,"ON FARM, GRAIN",KS,STOCKS,BU,POINT IN TIME,2006,FIRST OF MAR,83000000
CORN,"ON FARM, GRAIN",KS,STOCKS,BU,POINT IN TIME,2006,FIRST OF JUN,39000000
CORN,"ON FARM, GRAIN",KS,STOCKS,BU,POINT IN TIME,2006,FIRST OF SEP,16000000
CORN,"ON FARM, GRAIN",KS,STOCKS,BU,POINT IN TIME,2006,FIRST OF DEC,83000000
CORN,"ON FARM, GRAIN",KS,STOCKS,BU,POINT IN TIME,2007,FIRST OF MAR,53000000
CORN,"ON FARM, GRAIN",KS,STOCKS,BU,POINT IN TIME,2007,FIRST OF JUN,29000000
CORN,"ON FARM, GRAIN",KS,STOCKS,BU,POINT IN TIME,2007,FIRST OF SEP,11500000
CORN,"ON FARM, GRAIN",KS,STOCKS,BU,POINT IN TIME,2007,FIRST OF DEC,125000000
CORN,"ON FARM, GRAIN",KS,STOCKS,BU,POINT IN TIME,2008,FIRST OF MAR,67000000
CORN,"ON FARM, GRAIN",KS,STOCKS,BU,POINT IN TIME,2008,FIRST OF JUN,33000000
CORN,"ON FARM, GRAIN",KS,STOCKS,BU,POINT IN TIME,2008,FIRST OF SEP,10000000
CORN,"ON FARM, GRAIN",KS,STOCKS,BU,POINT IN TIME,2008,FIRST OF DEC,120000000
CORN,"ON FARM, GRAIN",KS,STOCKS,BU,POINT IN TIME,2009,FIRST OF MAR,71000000
CORN,"ON FARM, GRAIN",KS,STOCKS,BU,POINT IN TIME,2009,FIRST OF JUN,38000000
CORN,"ON FARM, GRAIN",KS,STOCKS,BU,POINT IN TIME,2009,FIRST OF SEP,18000000
CORN,"ON FARM, GRAIN",KS,STOCKS,BU,POINT IN TIME,2009,FIRST OF DEC,140000000
CORN,"ON FARM, GRAIN",KS,STOCKS,BU,POINT IN TIME,2010,FIRST OF MAR,92000000
CORN,"ON FARM, GRAIN",KS,STOCKS,BU,POINT IN TIME,2010,FIRST OF JUN,44000000
CORN,"ON FARM, GRAIN",KS,STOCKS,BU,POINT IN TIME,2010,FIRST OF SEP,13000000
CORN,"ON FARM, GRAIN",KS,STOCKS,BU,POINT IN TIME,2010,FIRST OF DEC,130000000
CORN,"ON FARM, GRAIN",KS,STOCKS,BU,POINT IN TIME,2011,FIRST OF MAR,69000000
CORN,"ON FARM, GRAIN",KS,STOCKS,BU,POINT IN TIME,2011,FIRST OF JUN,21000000
CORN,"ON FARM, GRAIN",KS,STOCKS,BU,POINT IN TIME,2011,FIRST OF SEP,8500000
CORN,"ON FARM, GRAIN",KS,STOCKS,BU,POINT IN TIME,2011,FIRST OF DEC,100000000
CORN,"ON FARM, GRAIN",KS,STOCKS,BU,POINT IN TIME,2012,FIRST OF MAR,52000000
CORN,"ON FARM, GRAIN",KS,STOCKS,BU,POINT IN TIME,2012,FIRST OF JUN,28000000
CORN,"ON FARM, GRAIN",KS,STOCKS,BU,POINT IN TIME,2012,FIRST OF SEP,8300000
CORN,"ON FARM, GRAIN",KS,STOCKS,BU,POINT IN TIME,2012,FIRST OF DEC,68000000
CORN,"ON FARM, GRAIN",KS,STOCKS,BU,POINT IN TIME,2013,FIRST OF MAR,34000000
CORN,"ON FARM, GRAIN",KS,STOCKS,BU,POINT IN TIME,2013,FIRST OF JUN,16000000
CORN,"ON FARM, GRAIN",KS,STOCKS,BU,POINT IN TIME,2013,FIRST OF SEP,6300000
CORN,"ON FARM, GRAIN",KS,STOCKS,BU,POINT IN TIME,2013,FIRST OF DEC,100000000
CORN,"ON FARM, GRAIN",KS,STOCKS,BU,POINT IN TIME,2014,FIRST OF MAR,68000000
CORN,"ON FARM, GRAIN",KS,STOCKS,BU,POINT IN TIME,2014,FIRST OF JUN,27000000
CORN,"ON FARM, GRAIN",KS,STOCKS,BU,POINT IN TIME,2014,FIRST OF SEP,4600000
CORN,"ON FARM, GRAIN",KS,STOCKS,BU,POINT IN TIME,2014,FIRST OF DEC,130000000
CORN,"ON FARM, GRAIN",KS,STOCKS,BU,POINT IN TIME,2015,FIRST OF MAR,59000000
CORN,"ON FARM, GRAIN",KS,STOCKS,BU,POINT IN TIME,2015,FIRST OF JUN,40000000
CORN,"ON FARM, GRAIN",KS,STOCKS,BU,POINT IN TIME,2015,FIRST OF SEP,13500000
CORN,"ON FARM, GRAIN",KS,STOCKS,BU,POINT IN TIME,2015,FIRST OF DEC,130000000
CORN,"ON FARM, GRAIN",KS,STOCKS,BU,POINT IN TIME,2016,FIRST OF MAR,72000000
CORN,"ON FARM, GRAIN",KS,STOCKS,BU,POINT IN TIME,2016,FIRST OF JUN,37000000
CORN,"ON FARM, GRAIN",KS,STOCKS,BU,POINT IN TIME,2016,FIRST OF SEP,11000000
CORN,"ON FARM, GRAIN",KS,STOCKS,BU,POINT IN TIME,2016,FIRST OF DEC,155000000
CORN,"ON FARM, GRAIN",KS,STOCKS,BU,POINT IN TIME,2017,FIRST OF MAR,79000000
CORN,"ON FARM, GRAIN",KS,STOCKS,BU,POINT IN TIME,2017,FIRST OF JUN,40000000
CORN,"ON FARM, GRAIN",KS,STOCKS,BU,POINT IN TIME,2017,FIRST OF SEP,9100000
CORN,"ON FARM, GRAIN",KS,STOCKS,BU,POINT IN TIME,2017,FIRST OF DEC,150000000
CORN,"ON FARM, GRAIN",KS,STOCKS,BU,POINT IN TIME,2018,FIRST OF MAR,93000000
CORN,"ON FARM, GRAIN",KS,STOCKS,BU,POINT IN TIME,2018,FIRST OF JUN,42000000
CORN,"ON FARM, GRAIN",KS,STOCKS,BU,POINT IN TIME,2018,FIRST OF SEP,8100000
CORN,"ON FARM, GRAIN",KS,STOCKS,BU,POINT IN TIME,2018,FIRST OF DEC,130000000
CORN,"ON FARM, GRAIN",KS,STOCKS,BU,POINT IN TIME,2019,FIRST OF MAR,94000000
CORN,"ON FARM, GRAIN",KS,STOCKS,BU,POINT IN TIME,2019,FIRST OF JUN,45000000
CORN,"ON FARM, GRAIN",KS,STOCKS,BU,POINT IN TIME,2019,FIRST OF SEP,7300000
CORN,"ON FARM, GRAIN",KS,STOCKS,BU,POINT IN TIME,2019,FIRST OF DEC,195000000
CORN,"ON FARM, GRAIN",KS,STOCKS,BU,POINT IN TIME,2020,FIRST OF MAR,105000000
CORN,"ON FARM, GRAIN",KS,STOCKS,BU,POINT IN TIME,2020,FIRST OF JUN,67000000
CORN,"ON FARM, GRAIN",KS,STOCKS,BU,POINT IN TIME,2020,FIRST OF SEP,17500000
CORN,"ON FARM, GRAIN",KY,STOCKS,BU,POINT IN TIME,2000,FIRST OF MAR,32000000
CORN,"ON FARM, GRAIN",KY,STOCKS,BU,POINT IN TIME,2000,FIRST OF JUN,16000000
CORN,"ON FARM, GRAIN",KY,STOCKS,BU,POINT IN TIME,2000,FIRST OF SEP,6000000
CORN,"ON FARM, GRAIN",KY,STOCKS,BU,POINT IN TIME,2000,FIRST OF DEC,83000000
CORN,"ON FARM, GRAIN",KY,STOCKS,BU,POINT IN TIME,2001,FIRST OF MAR,42000000
CORN,"ON FARM, GRAIN",KY,STOCKS,BU,POINT IN TIME,2001,FIRST OF JUN,18000000
CORN,"ON FARM, GRAIN",KY,STOCKS,BU,POINT IN TIME,2001,FIRST OF SEP,5800000
CORN,"ON FARM, GRAIN",KY,STOCKS,BU,POINT IN TIME,2001,FIRST OF DEC,82000000
CORN,"ON FARM, GRAIN",KY,STOCKS,BU,POINT IN TIME,2002,FIRST OF MAR,39000000
CORN,"ON FARM, GRAIN",KY,STOCKS,BU,POINT IN TIME,2002,FIRST OF JUN,17500000
CORN,"ON FARM, GRAIN",KY,STOCKS,BU,POINT IN TIME,2002,FIRST OF SEP,6000000
CORN,"ON FARM, GRAIN",KY,STOCKS,BU,POINT IN TIME,2002,FIRST OF DEC,59000000
CORN,"ON FARM, GRAIN",KY,STOCKS,BU,POINT IN TIME,2003,FIRST OF MAR,23000000
CORN,"ON FARM, GRAIN",KY,STOCKS,BU,POINT IN TIME,2003,FIRST OF JUN,10000000
CORN,"ON FARM, GRAIN",KY,STOCKS,BU,POINT IN TIME,2003,FIRST OF SEP,2500000
CORN,"ON FARM, GRAIN",KY,STOCKS,BU,POINT IN TIME,2003,FIRST OF DEC,65000000
CORN,"ON FARM, GRAIN",KY,STOCKS,BU,POINT IN TIME,2004,FIRST OF MAR,30000000
CORN,"ON FARM, GRAIN",KY,STOCKS,BU,POINT IN TIME,2004,FIRST OF JUN,11500000
CORN,"ON FARM, GRAIN",KY,STOCKS,BU,POINT IN TIME,2004,FIRST OF SEP,3700000
CORN,"ON FARM, GRAIN",KY,STOCKS,BU,POINT IN TIME,2004,FIRST OF DEC,80000000
CORN,"ON FARM, GRAIN",KY,STOCKS,BU,POINT IN TIME,2005,FIRST OF MAR,41000000
CORN,"ON FARM, GRAIN",KY,STOCKS,BU,POINT IN TIME,2005,FIRST OF JUN,19500000
CORN,"ON FARM, GRAIN",KY,STOCKS,BU,POINT IN TIME,2005,FIRST OF SEP,8200000
CORN,"ON FARM, GRAIN",KY,STOCKS,BU,POINT IN TIME,2005,FIRST OF DEC,84000000
CORN,"ON FARM, GRAIN",KY,STOCKS,BU,POINT IN TIME,2006,FIRST OF MAR,33000000
CORN,"ON FARM, GRAIN",KY,STOCKS,BU,POINT IN TIME,2006,FIRST OF JUN,12500000
CORN,"ON FARM, GRAIN",KY,STOCKS,BU,POINT IN TIME,2006,FIRST OF SEP,3500000
CORN,"ON FARM, GRAIN",KY,STOCKS,BU,POINT IN TIME,2006,FIRST OF DEC,76000000
CORN,"ON FARM, GRAIN",KY,STOCKS,BU,POINT IN TIME,2007,FIRST OF MAR,25000000
CORN,"ON FARM, GRAIN",KY,STOCKS,BU,POINT IN TIME,2007,FIRST OF JUN,12000000
CORN,"ON FARM, GRAIN",KY,STOCKS,BU,POINT IN TIME,2007,FIRST OF SEP,3600000
CORN,"ON FARM, GRAIN",KY,STOCKS,BU,POINT IN TIME,2007,FIRST OF DEC,90000000
CORN,"ON FARM, GRAIN",KY,STOCKS,BU,POINT IN TIME,2008,FIRST OF MAR,33000000
CORN,"ON FARM, GRAIN",KY,STOCKS,BU,POINT IN TIME,2008,FIRST OF JUN,10500000
CORN,"ON FARM, GRAIN",KY,STOCKS,BU,POINT IN TIME,2008,FIRST OF SEP,4200000
CORN,"ON FARM, GRAIN",KY,STOCKS,BU,POINT IN TIME,2008,FIRST OF DEC,85000000
CORN,"ON FARM, GRAIN",KY,STOCKS,BU,POINT IN TIME,2009,FIRST OF MAR,38000000
CORN,"ON FARM, GRAIN",KY,STOCKS,BU,POINT IN TIME,2009,FIRST OF JUN,15000000
CORN,"ON FARM, GRAIN",KY,STOCKS,BU,POINT IN TIME,2009,FIRST OF SEP,6500000
CORN,"ON FARM, GRAIN",KY,STOCKS,BU,POINT IN TIME,2009,FIRST OF DEC,100000000
CORN,"ON FARM, GRAIN",KY,STOCKS,BU,POINT IN TIME,2010,FIRST OF MAR,43000000
CORN,"ON FARM, GRAIN",KY,STOCKS,BU,POINT IN TIME,2010,FIRST OF JUN,14500000
CORN,"ON FARM, GRAIN",KY,STOCKS,BU,POINT IN TIME,2010,FIRST OF SEP,5100000
CORN,"ON FARM, GRAIN",KY,STOCKS,BU,POINT IN TIME,2010,FIRST OF DEC,82000000
CORN,"ON FARM, GRAIN",KY,STOCKS,BU,POINT IN TIME,2011,FIRST OF MAR,27000000
CORN,"ON FARM, GRAIN",KY,STOCKS,BU,POINT IN TIME,2011,FIRST OF JUN,7000000
CORN,"ON FARM, GRAIN",KY,STOCKS,BU,POINT IN TIME,2011,FIRST OF SEP,2300000
CORN,"ON FARM, GRAIN",KY,STOCKS,BU,POINT IN TIME,2011,FIRST OF DEC,82000000
CORN,"ON FARM, GRAIN",KY,STOCKS,BU,POINT IN TIME,2012,FIRST OF MAR,25000000
CORN,"ON FARM, GRAIN",KY,STOCKS,BU,POINT IN TIME,2012,FIRST OF JUN,8000000
CORN,"ON FARM, GRAIN",KY,STOCKS,BU,POINT IN TIME,2012,FIRST OF SEP,2300000
CORN,"ON FARM, GRAIN",KY,STOCKS,BU,POINT IN TIME,2012,FIRST OF DEC,41000000
CORN,"ON FARM, GRAIN",KY,STOCKS,BU,POINT IN TIME,2013,FIRST OF MAR,20000000
CORN,"ON FARM, GRAIN",KY,STOCKS,BU,POINT IN TIME,2013,FIRST OF JUN,6500000
CORN,"ON FARM, GRAIN",KY,STOCKS,BU,POINT IN TIME,2013,FIRST OF SEP,1100000
CORN,"ON FARM, GRAIN",KY,STOCKS,BU,POINT IN TIME,2013,FIRST OF DEC,105000000
CORN,"ON FARM, GRAIN",KY,STOCKS,BU,POINT IN TIME,2014,FIRST OF MAR,44000000
CORN,"ON FARM, GRAIN",KY,STOCKS,BU,POINT IN TIME,2014,FIRST OF JUN,12500000
CORN,"ON FARM, GRAIN",KY,STOCKS,BU,POINT IN TIME,2014,FIRST OF SEP,4000000
CORN,"ON FARM, GRAIN",KY,STOCKS,BU,POINT IN TIME,2014,FIRST OF DEC,110000000
CORN,"ON FARM, GRAIN",KY,STOCKS,BU,POINT IN TIME,2015,FIRST OF MAR,60000000
CORN,"ON FARM, GRAIN",KY,STOCKS,BU,POINT IN TIME,2015,FIRST OF JUN,21500000
CORN,"ON FARM, GRAIN",KY,STOCKS,BU,POINT IN TIME,2015,FIRST OF SEP,5200000
CORN,"ON FARM, GRAIN",KY,STOCKS,BU,POINT IN TIME,2015,FIRST OF DEC,110000000
CORN,"ON FARM, GRAIN",KY,STOCKS,BU,POINT IN TIME,2016,FIRST OF MAR,58000000
CORN,"ON FARM, GRAIN",KY,STOCKS,BU,POINT IN TIME,2016,FIRST OF JUN,21000000
CORN,"ON FARM, GRAIN",KY,STOCKS,BU,POINT IN TIME,2016,FIRST OF SEP,2700000
CORN,"ON FARM, GRAIN",KY,STOCKS,BU,POINT IN TIME,2016,FIRST OF DEC,105000000
CORN,"ON FARM, GRAIN",KY,STOCKS,BU,POINT IN TIME,2017,FIRST OF MAR,42000000
CORN,"ON FARM, GRAIN",KY,STOCKS,BU,POINT IN TIME,2017,FIRST OF JUN,17000000
CORN,"ON FARM, GRAIN",KY,STOCKS,BU,POINT IN TIME,2017,FIRST OF SEP,4700000
CORN,"ON FARM, GRAIN",KY,STOCKS,BU,POINT IN TIME,2017,FIRST OF DEC,120000000
CORN,"ON FARM, GRAIN",KY,STOCKS,BU,POINT IN TIME,2018,FIRST OF MAR,64000000
CORN,"ON FARM, GRAIN",KY,STOCKS,BU,POINT IN TIME,2018,FIRST OF JUN,28000000
CORN,"ON FARM, GRAIN",KY,STOCKS,BU,POINT IN TIME,2018,FIRST OF SEP,5900000
CORN,"ON FARM, GRAIN",KY,STOCKS,BU,POINT IN TIME,2018,FIRST OF DEC,125000000
CORN,"ON FARM, GRAIN",KY,STOCKS,BU,POINT IN TIME,2019,FIRST OF MAR,72000000
CORN,"ON FARM, GRAIN",KY,STOCKS,BU,POINT IN TIME,2019,FIRST OF JUN,31000000
CORN,"ON FARM, GRAIN",KY,STOCKS,BU,POINT IN TIME,2019,FIRST OF SEP,6100000
CORN,"ON FARM, GRAIN",KY,STOCKS,BU,POINT IN TIME,2019,FIRST OF DEC,130000000
CORN,"ON FARM, GRAIN",KY,STOCKS,BU,POINT IN TIME,2020,FIRST OF MAR,59000000
CORN,"ON FARM, GRAIN",KY,STOCKS,BU,POINT IN TIME,2020,FIRST OF JUN,25000000
CORN,"ON FARM, GRAIN",KY,STOCKS,BU,POINT IN TIME,2020,FIRST OF SEP,4500000
CORN,"ON FARM, GRAIN",LA,STOCKS,BU,POINT IN TIME,2008,FIRST OF DEC,
CORN,"ON FARM, GRAIN",LA,STOCKS,BU,POINT IN TIME,2009,FIRST OF MAR,
CORN,"ON FARM, GRAIN",LA,STOCKS,BU,POINT IN TIME,2009,FIRST OF JUN,
CORN,"ON FARM, GRAIN",LA,STOCKS,BU,POINT IN TIME,2009,FIRST OF SEP,
CORN,"ON FARM, GRAIN",LA,STOCKS,BU,POINT IN TIME,2009,FIRST OF DEC,
CORN,"ON FARM, GRAIN",LA,STOCKS,BU,POINT IN TIME,2010,FIRST OF MAR,
CORN,"ON FARM, GRAIN",LA,STOCKS,BU,POINT IN TIME,2010,FIRST OF JUN,
CORN,"ON FARM, GRAIN",LA,STOCKS,BU,POINT IN TIME,2010,FIRST OF SEP,
CORN,"ON FARM, GRAIN",LA,STOCKS,BU,POINT IN TIME,2010,FIRST OF DEC,
CORN,"ON FARM, GRAIN",LA,STOCKS,BU,POINT IN TIME,2011,FIRST OF MAR,
CORN,"ON FARM, GRAIN",LA,STOCKS,BU,POINT IN TIME,2011,FIRST OF JUN,
CORN,"ON FARM, GRAIN",LA,STOCKS,BU,POINT IN TIME,2011,FIRST OF SEP,
CORN,"ON FARM, GRAIN",LA,STOCKS,BU,POINT IN TIME,2011,FIRST OF DEC,
CORN,"ON FARM, GRAIN",LA,STOCKS,BU,POINT IN TIME,2012,FIRST OF MAR,
CORN,"ON FARM, GRAIN",LA,STOCKS,BU,POINT IN TIME,2012,FIRST OF JUN,
CORN,"ON FARM, GRAIN",LA,STOCKS,BU,POINT IN TIME,2012,FIRST OF SEP,
CORN,"ON FARM, GRAIN",LA,STOCKS,BU,POINT IN TIME,2012,FIRST OF DEC,
CORN,"ON FARM, GRAIN",LA,STOCKS,BU,POINT IN TIME,2013,FIRST OF MAR,
CORN,"ON FARM, GRAIN",LA,STOCKS,BU,POINT IN TIME,2013,FIRST OF JUN,
CORN,"ON FARM, GRAIN",LA,STOCKS,BU,POINT IN TIME,2013,FIRST OF SEP,
CORN,"ON FARM, GRAIN",LA,STOCKS,BU,POINT IN TIME,2013,FIRST OF DEC,
CORN,"ON FARM, GRAIN",LA,STOCKS,BU,POINT IN TIME,2014,FIRST OF MAR,
CORN,"ON FARM, GRAIN",LA,STOCKS,BU,POINT IN TIME,2014,FIRST OF JUN,
CORN,"ON FARM, GRAIN",LA,STOCKS,BU,POINT IN TIME,2014,FIRST OF SEP,
CORN,"ON FARM, GRAIN",LA,STOCKS,BU,POINT IN TIME,2014,FIRST OF DEC,
CORN,"ON FARM, GRAIN",LA,STOCKS,BU,POINT IN TIME,2015,FIRST OF MAR,
CORN,"ON FARM, GRAIN",LA,STOCKS,BU,POINT IN TIME,2015,FIRST OF JUN,
CORN,"ON FARM, GRAIN",LA,STOCKS,BU,POINT IN TIME,2015,FIRST OF SEP,
CORN,"ON FARM, GRAIN",LA,STOCKS,BU,POINT IN TIME,2015,FIRST OF DEC,
CORN,"ON FARM, GRAIN",LA,STOCKS,BU,POINT IN TIME,2016,FIRST OF MAR,
CORN,"ON FARM, GRAIN",LA,STOCKS,BU,POINT IN TIME,2016,FIRST OF JUN,
CORN,"ON FARM, GRAIN",LA,STOCKS,BU,POINT IN TIME,2016,FIRST OF SEP,
CORN,"ON FARM, GRAIN",LA,STOCKS,BU,POINT IN TIME,2016,FIRST OF DEC,
CORN,"ON FARM, GRAIN",LA,STOCKS,BU,POINT IN TIME,2017,FIRST OF MAR,
CORN,"ON FARM, GRAIN",LA,STOCKS,BU,POINT IN TIME,2017,FIRST OF JUN,
CORN,"ON FARM, GRAIN",LA,STOCKS,BU,POINT IN TIME,2017,FIRST OF SEP,
CORN,"ON FARM, GRAIN",LA,STOCKS,BU,POINT IN TIME,2017,FIRST OF DEC,
CORN,"ON FARM, GRAIN",LA,STOCKS,BU,POINT IN TIME,2018,FIRST OF MAR,
CORN,"ON FARM, GRAIN",LA,STOCKS,BU,POINT IN TIME,2018,FIRST OF JUN,
CORN,"ON FARM, GRAIN",LA,STOCKS,BU,POINT IN TIME,2018,FIRST OF SEP,
CORN,"ON FARM, GRAIN",LA,STOCKS,BU,POINT IN TIME,2018,FIRST OF DEC,
CORN,"ON FARM, GRAIN",LA,STOCKS,BU,POINT IN TIME,2019,FIRST OF MAR,
CORN,"ON FARM, GRAIN",LA,STOCKS,BU,POINT IN TIME,2019,FIRST OF JUN,
CORN,"ON FARM, GRAIN",LA,STOCKS,BU,POINT IN TIME,2019,FIRST OF SEP,
CORN,"ON FARM, GRAIN",LA,STOCKS,BU,POINT IN TIME,2019,FIRST OF DEC,
CORN,"ON FARM, GRAIN",LA,STOCKS,BU,POINT IN TIME,2020,FIRST OF MAR,
CORN,"ON FARM, GRAIN",LA,STOCKS,BU,POINT IN TIME,2020,FIRST OF JUN,
CORN,"ON FARM, GRAIN",LA,STOCKS,BU,POINT IN TIME,2020,FIRST OF SEP,
CORN,"ON FARM, GRAIN",MD,STOCKS,BU,POINT IN TIME,2008,FIRST OF DEC,
CORN,"ON FARM, GRAIN",MD,STOCKS,BU,POINT IN TIME,2009,FIRST OF MAR,
CORN,"ON FARM, GRAIN",MD,STOCKS,BU,POINT IN TIME,2009,FIRST OF JUN,
CORN,"ON FARM, GRAIN",MD,STOCKS,BU,POINT IN TIME,2009,FIRST OF SEP,
CORN,"ON FARM, GRAIN",MD,STOCKS,BU,POINT IN TIME,2009,FIRST OF DEC,
CORN,"ON FARM, GRAIN",MD,STOCKS,BU,POINT IN TIME,2010,FIRST OF MAR,
CORN,"ON FARM, GRAIN",MD,STOCKS,BU,POINT IN TIME,2010,FIRST OF JUN,
CORN,"ON FARM, GRAIN",MD,STOCKS,BU,POINT IN TIME,2010,FIRST OF SEP,
CORN,"ON FARM, GRAIN",MD,STOCKS,BU,POINT IN TIME,2010,FIRST OF DEC,
CORN,"ON FARM, GRAIN",MD,STOCKS,BU,POINT IN TIME,2011,FIRST OF MAR,
CORN,"ON FARM, GRAIN",MD,STOCKS,BU,POINT IN TIME,2011,FIRST OF JUN,
CORN,"ON FARM, GRAIN",MD,STOCKS,BU,POINT IN TIME,2011,FIRST OF SEP,
CORN,"ON FARM, GRAIN",MD,STOCKS,BU,POINT IN TIME,2011,FIRST OF DEC,
CORN,"ON FARM, GRAIN",MD,STOCKS,BU,POINT IN TIME,2012,FIRST OF MAR,
CORN,"ON FARM, GRAIN",MD,STOCKS,BU,POINT IN TIME,2012,FIRST OF JUN,
